code,title,sido,sigungu,lat,lng,first_seen_at,last_seen_at
VFX55,GS25삼양중앙점,제주,제주시,33.5242169198935,126.585927942266,2026-04-30,2026-04-30
VFX57,GS25영주프리미엄점,경북,영주시,36.8055121373557,128.631279591335,2026-04-30,2026-04-30
VFX58,GS25상남조이점,경남,창원시,35.2200480065049,128.682258530059,2026-04-30,2026-04-30
VFX59,GS25남해동대만점,경남,남해군,34.8722109175419,128.008892852288,2026-04-30,2026-04-30
VFX63,GS25모종캐슬점,충남,아산시,36.7839191930192,127.019897278116,2026-04-30,2026-04-30
VFX65,GS25만성타운점,전북,전주시,35.835219554236,127.069813605368,2026-04-30,2026-04-30
VFX66,GS25둔포푸른점,충남,아산시,36.9305432758866,127.038410285752,2026-04-30,2026-04-30
VFX69,GS25광주순암로점,경기,광주시,37.3948315424208,127.240913180051,2026-04-30,2026-04-30
VFX72,GS25수성황금점,대구,수성구,35.8466070334768,128.622589890268,2026-04-30,2026-04-30
VFX74,GS25병점엘타워점,경기,화성시,37.2058633594572,127.031857778231,2026-04-30,2026-04-30
VFX75,GS25정관달산점,부산,기장군,35.3201240005609,129.203661215087,2026-04-30,2026-04-30
VFX76,GS25서산푸르지오점,충남,서산시,36.7717530819802,126.440853564463,2026-04-30,2026-04-30
VFX77,GS25충주성서점,충북,충주시,36.9702545356877,127.93247147229,2026-04-30,2026-04-30
VFX78,GS25청수타운점,충남,천안시,36.7892139043946,127.15589454683,2026-04-30,2026-04-30
VFX82,GS25과천센트럴점,경기,과천시,37.4318761036465,126.997602970255,2026-04-30,2026-04-30
VFX83,GS25동삼주공자매점,부산,영도구,35.0860257136246,129.068515644007,2026-04-30,2026-04-30
VFX84,GS25덕풍빌리지점,경기,하남시,37.5419022806565,127.198202925976,2026-04-30,2026-04-30
VFX88,GS25청주호반써밋점,충북,청주시,36.6012130936656,127.505666561315,2026-04-30,2026-04-30
VFX89,GS25신길센트럴점,서울,영등포구,37.5051467068959,126.902806638761,2026-04-30,2026-04-30
VFX92,GS25경주천북로드점,경북,경주시,35.9161061170552,129.286247496418,2026-04-30,2026-04-30
VFX93,GS25인제하늘내린점,강원,인제군,38.0692089324265,128.172052122139,2026-04-30,2026-04-30
VFX96,GS25기흥고매로드점,경기,용인시,37.2297616797694,127.118696877658,2026-04-30,2026-04-30
VFX97,GS25폴라리스점,경기,용인시,37.2333335339028,127.200597531923,2026-04-30,2026-04-30
VFY22,GS25교하도서관점,경기,파주시,37.7241148982281,126.711186493754,2026-04-30,2026-04-30
VFY23,GS25도곡래미안점,서울,강남구,37.4899095858099,127.050677977062,2026-04-30,2026-04-30
