"code","title","address","address_detail","phone","lat","lng","open_date","end_date","start_hhmm","end_hhmm","is_24h","svc_parcel","svc_atm","svc_wine","svc_coffee","svc_smoothie","svc_apple","svc_toto","svc_auto","svc_pickup","svc_chicken","svc_noodle","tobacco_license","first_seen_at","last_seen_at","current_month_file"
"24181","SMART남동타운점","경기도 용인시 처인구 백옥대로884번길 15-4","지하2층","","37.2149567864279","127.209969343389","2022-07-29","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24182","R고창휴먼시아점","전북특별자치도 고창군 고창읍 성산로 4","","","35.438305803667","126.693014418062","2022-07-30","","06:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24183","개금본동점","부산광역시 부산진구 백양대로252번길 14","","","35.1569834941944","129.02297791468","2022-08-07","","06:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24184","스위첸마티에1호점","부산광역시 기장군 기장읍 동부산관광7로 17","상가동 201동 1호 2호","","35.1887157437426","129.213497173727","2022-07-30","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24185","스위첸마티에2호점","부산광역시 기장군 기장읍 동부산관광7로 17","상가동 202동 15호 16호","","35.1887157437426","129.213497173727","2022-07-30","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/07"
"24186","태안고남점","충청남도 태안군 고남면 안면대로 4219","","","36.4239981302543","126.406861835082","2022-07-30","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/07"
"24187","하남손재로점","광주광역시 광산구 손재로 324","","","35.1944993266187","126.79524582692","2022-08-16","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24188","불광에비뉴점","서울특별시 은평구 통일로71길 24-1","","","37.6126816258223","126.927128497253","2022-07-30","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24189","고령안림교차로점","경상북도 고령군 쌍림면 대가야로 878","","","35.7012584825032","128.253495616276","2022-07-30","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24190","김포마산빌리지점","경기도 김포시 김포한강8로174번길 12","","","37.6374364202725","126.644999425586","2022-07-30","","06:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24191","송도하버뷰점","인천광역시 연수구 아트센터대로97번길 56","상가동 105호","","37.3986214166017","126.64322267526","2022-08-08","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24193","아산용화타운점","충청남도 아산시 용화로48번길 14","","","36.7752997941671","127.010414917452","2022-08-02","","00:00","00:00",1,0,0,1,1,0,1,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24194","수지신봉점","경기도 용인시 수지구 신봉3로7번길 31","116호","","37.3268168643055","127.069530080233","2022-07-30","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24197","SMART태안방포해비알점","충청남도 태안군 안면읍 방포1길 29","","","36.5084410875295","126.333287277342","2022-08-02","","00:00","00:00",1,0,0,1,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24198","진건사릉점","경기도 남양주시 진건읍 사릉로392번길 21","","","37.6567352666115","127.182869907412","2022-07-28","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/07"
"24201","숙대도서관점","서울특별시 용산구 청파로43길 70","","","37.5441672302161","126.966795527544","2022-08-01","","07:00","02:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24204","보령중앙로점","충청남도 보령시 중앙로 235","","","36.3576855007352","126.582015099816","2022-08-04","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24205","거제벽산솔렌스힐점","경상남도 거제시 상동5길 117-16","501동 B202","","34.8605917978421","128.630767346766","2022-08-05","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29","2022/08"
"24207","문학파크스퀘어점","인천광역시 미추홀구 매소홀로 618","","","37.4365451636913","126.686460617327","2022-08-05","","08:00","20:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24209","문현수영로점","부산광역시 남구 고동골로4번길 17","","","35.1375874403086","129.072222041117","2022-08-08","","05:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24211","R전주효자플렉스점","전북특별자치도 전주시 완산구 척동5길 1","","","35.8229742636274","127.099803153569","2022-08-08","","06:00","01:00",0,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24212","용현정석점","인천광역시 미추홀구 경인남길30번길 104","","","37.4508656982564","126.659983229887","2022-08-08","","06:00","02:00",0,0,0,1,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24213","두류이월드점","대구광역시 달서구 야외음악당로 267","","","35.8563314375522","128.563503835276","2022-08-08","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24215","단양평동점","충청북도 단양군 매포읍 평동4로 129","","","37.0340101695303","128.297594858809","2022-08-02","","00:00","00:00",1,1,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24217","묵동자이점","서울특별시 중랑구 숙선옹주로 6-9","","","37.614842144969","127.077888682936","2022-08-25","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24218","R이태원점","서울특별시 용산구 회나무로26길 12","","","37.5395588182983","126.991277317368","2022-08-01","","00:00","00:00",1,1,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24219","진량대로점","경상북도 경산시 진량읍 공단로 500","","","35.8760558794719","128.819395519747","2022-08-15","","00:00","00:00",1,1,1,1,1,0,1,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24222","R동대문엘리니티점","서울특별시 동대문구 안암로12길 15","","","37.5802608030403","127.027562440427","2022-08-10","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24224","정남가장로점","경기도 화성시 정남면 가장로 263","","","37.164144913413","127.008793630849","2022-08-10","","06:00","00:00",0,1,1,1,1,0,1,0,0,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24226","순천시청점","전라남도 순천시 장명로 21","","","34.9511865257246","127.48631533628","2022-08-09","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24227","고암타운점","경기도 양주시 엄상동길 56-14","","","37.8307479158282","127.069318941008","2022-08-19","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24228","기장죽성점","부산광역시 기장군 기장읍 죽성로 286","","","35.2418167451688","129.245978797398","2022-08-05","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24229","합정당인점","서울특별시 마포구  토정로5길 30 (합정동)","","","37.546655972108","126.91867876993","2022-08-05","","08:00","01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24230","고덕SAC점","경기도 평택시 고덕면 고덕중앙로 294","","","37.0456569297123","127.053654051812","2022-08-09","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24231","인천검단점","인천광역시 서구 검단로501번길 9","","","37.6034768282665","126.658868446427","2022-08-18","","00:00","00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24232","연수평화점","인천광역시 연수구 청능대로 124","112호","","37.4106940358986","126.677238553985","2022-08-02","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24235","R안동옥동세영점","경상북도 안동시 복주2길 32","","","36.5621177919675","128.699603162825","2022-08-15","","00:00","00:00",1,1,0,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24237","군산시립도서관점","전북특별자치도 군산시 서수송안1길 12","","","35.9653463773205","126.710525911991","2022-08-19","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24239","포천평촌점","경기도 포천시 화현면 봉화로 924","","","37.9279677047746","127.264695729594","2022-08-22","","06:00","23:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24240","영등포우체국점","서울특별시 영등포구 선유동2로 13","","","37.5303902134529","126.894822363819","2022-08-18","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24241","청담리테일점","서울특별시 강남구 영동대로137길 3","1층 102호","","37.5217938336297","127.055341903929","2022-08-05","","00:00","00:00",1,1,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24242","수원청광점","경기도 수원시 권선구 경수대로 408(권선동)","청광노블하임 1층","","37.262652037217","127.025445025067","2022-08-08","","00:00","00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24245","울진봉평점","경상북도 울진군 죽변면 울진북로 1084","","","37.0357808241376","129.415184834755","2022-08-15","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24248","천안입장효계점","충청남도 천안시 서북구 입장면 위례산길 41","","","36.9025061670379","127.224372885179","2022-09-01","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24249","R시화스카이점","경기도 시흥시 공단2대로190번길 36","","","37.3254010920303","126.710316447457","2022-08-18","","00:00","00:00",1,1,1,1,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24250","R창원상남점","경상남도 창원시 성산구 마디미로 10","102호, 102-1호","","35.223286015088","128.685027877285","2022-08-19","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24252","남원도통점","전북특별자치도 남원시 춘향로 81","","","35.4216091947867","127.393456703451","2022-08-20","","06:00","02:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24256","인천SSG랜더스필드점","인천광역시 미추홀구 매소홀로 618","","","37.4365451636913","126.686460617327","2022-08-10","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24258","통영죽림일성점","경상남도 통영시 광도면 죽림2로 11","","","34.8809916450402","128.414127844709","2022-08-26","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24259","R광주행정타운로점","경기도 광주시 행정타운로 70","103호","","37.4292703898365","127.250549162252","2022-08-09","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24260","R전주덕진점","전북특별자치도 전주시 덕진구 우아3길 20","","","35.8487266358456","127.154833416644","2100-12-31","2100-12-31","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2100/12"
"24261","원주코아루점","강원특별자치도 원주시 판부면 남원로 390-1","상가동 101호","","37.3208770393034","127.940279871871","2022-08-19","","00:00","00:00",1,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24264","안성리치타운점","경기도 안성시 보개면 보개원삼로 363-12","","","37.0353240899326","127.28658675279","2022-08-21","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24267","R완도당목항점","전라남도 완도군 약산면 당목길 140","","","34.3780066079478","126.946249878344","2022-09-02","","05:00","21:00",0,0,1,1,1,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2022/09"
"24268","뉴강남도곡점","서울특별시 강남구 논현로38길 8","","","37.4850879043783","127.04238332954","2022-08-10","","07:00","23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24269","금곡엘지점","경기도 수원시 권선구 금곡로 45","","","37.271341907764","126.937712176009","2022-08-19","","07:00","00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24273","동국대문화관위성법학관점","서울특별시 중구 필동로1길 30","","","37.5589366401553","126.998737605491","2022-08-23","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24276","경희대생과대점","서울특별시 동대문구 경희대로 26","경희대학교 생활과학대학 B1","","37.5939491407769","127.054890960564","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24278","춘천교동점","강원특별자치도 춘천시 성심로 23-1","","","37.8814654454193","127.739980687183","2022-08-18","","08:00","00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24280","R신정팔등로점","울산광역시 남구 팔등로 50-1","","","35.5449748067735","129.312001325645","2022-08-22","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24281","경희대생과대위성점","서울특별시 동대문구 경희대로 26","","","37.5939491407769","127.054890960564","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24283","외대교양관점","경기도 용인시 처인구 모현읍 외대로 81","","","37.337738821579","127.268588980123","2022-09-01","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24284","R조선대중앙도서관점","광주광역시 동구 조선대5길 19","","","35.1418467873444","126.932283490118","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24285","조선대IT대학점","광주광역시 동구 조선대5길 65","","","35.140031585514","126.934176746529","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24286","동아대학생회관점","부산광역시 사하구 낙동대로550번길 37","동아대학교 승학캠퍼스 학생회관 2층","","35.1188093910081","128.96808496718","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24287","한국해양대아라관점","부산광역시 영도구 태종로 727","한국해양대학교 아라관 2층","","35.0744069144827","129.087131295109","2022-08-25","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24288","동아대공대2호점","부산광역시 사하구 낙동대로550번길 37","동아대학교 승학캠퍼스 공대2호 1층","","35.1188093910081","128.96808496718","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24289","동아대도서관위성점","부산광역시 사하구 낙동대로550번길 37","","","35.1188093910081","128.96808496718","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24290","영릉송파가락점","서울특별시 송파구 오금로34길 6","","","37.5029741726395","127.124929153456","2022-08-24","","00:00","00:00",1,1,1,1,1,0,1,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24291","예산광시중앙점","충청남도 예산군 광시면 예당로 156","1층 6호","","36.5484258955489","126.775476384087","2022-08-24","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24293","아산둔포신양점","충청남도 아산시 둔포면 봉신로229번길 6","","","36.8834480988012","127.051993804878","2022-08-25","","00:00","00:00",1,1,0,1,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24295","R춘천후평카페점","강원특별자치도 춘천시 후석로 368","","","37.8834253888482","127.747968070468","2022-08-26","","00:00","00:00",1,0,0,1,0,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24299","성균관법고을점","서울특별시 종로구 성균관로 25-2","법학관 지하2층","","37.5872284082508","126.993115116294","2022-08-29","","00:00","00:00",1,0,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24300","마산교방점","경상남도 창원시 마산합포구 노산서18길 125","","","35.2144833101442","128.563561859199","2022-08-25","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24302","양평용천점","경기도 양평군 옥천면 용천로 1","","","37.5289769421348","127.476330040852","2022-08-25","","00:00","00:00",1,1,0,1,1,0,1,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24303","부천내동빌리지점","경기도 부천시 수도로245번길 27","103호","","37.5218283847923","126.790031642972","2022-08-26","","06:00","00:00",0,0,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24305","동부현대점","울산광역시 동구 동해안로 73","","","35.5433866474316","129.430518153121","2022-08-22","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24306","구례군청점","전라남도 구례군 구례읍 봉성로 12","","","35.2033451360703","127.464545205928","2022-08-26","","06:00","23:00",0,1,0,1,1,0,0,0,0,0,1,1,0,"2026-04-29","2026-04-29","2022/08"
"24310","경산하양센터점","경상북도 경산시 하양읍 금송로 25","","","35.9153067129706","128.817188852373","2022-08-26","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24311","경주미탐시티점","경상북도 경주시 엑스포로 80","","","35.8345570262963","129.289867969915","2022-08-26","","06:00","00:00",0,0,0,1,0,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24313","R포천이동교리점","경기도 포천시 소흘읍 호국로 229","나동 우측","","37.7945653742774","127.125767663884","2022-08-27","","00:00","00:00",1,1,0,1,1,0,1,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24314","인하대항공우주점","인천광역시 연수구 갯벌로 36","인하대학교항공우주융합캠퍼스1층","","37.3843885777837","126.65577910827","2022-08-27","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24316","R가톨릭대학교점","경기도 부천시 지봉로 43","김수환관 B1","","37.4844844048469","126.803237611001","2022-08-27","","00:00","00:00",1,0,0,0,1,0,1,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24317","용산삼일점","서울특별시 용산구 청파로 299","","","37.5463131825999","126.969984090633","2022-08-27","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24318","SMART명지대제3공학관점","경기도 용인시 처인구 명지로 116","제3공학관","","37.2218072639192","127.190183727516","2022-08-27","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24323","R관악신세계점","서울특별시 관악구 난곡로 100","B1층 2~4, 20~23호","","37.4645001795391","126.919613685063","2022-08-28","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24325","R안산이호로점","경기도 안산시 상록구 이호로1길 21","","","37.2898943335525","126.8584272336","2022-08-28","","00:00","00:00",1,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24327","동작사당점","서울특별시 동작구 동작대로1길 45","1층","","37.4772345536758","126.978800999466","2022-08-28","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24328","수원사랑2점","경기도 수원시 장안구 팔달로259번길 10(영화동)","월드플라자 1층","","37.2893040957528","127.013288892758","2022-08-22","","06:00","00:00",1,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24329","뉴신정오펠리움점","울산광역시 남구 삼산로 50","신정오펠리움플러스 106호","","35.5333516473276","129.313489352596","2022-08-28","","06:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24334","R창녕부곡점","경상남도 창녕군 부곡면 원앙로 117","","","35.4414661563966","128.584635477661","2022-08-28","","00:00","00:00",1,0,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24335","R청학그린점","인천광역시 연수구 함박뫼로12번길 37","","","37.4180931891739","126.673503216829","2022-08-28","","07:00","01:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24336","폴리텍대학인천점","인천광역시 부평구 무네미로448번길 56","학생회관1층","","37.4791385371065","126.754207314615","2022-08-28","","08:00","21:00",0,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24339","동아대도서관점","부산광역시 사하구 낙동대로550번길 37","동아대학교 승학캠퍼스 도서관 1층","","35.1188093910081","128.96808496718","2022-08-29","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24340","보령한내점","충청남도 보령시 동현로 102","","","36.3465112449258","126.616781529896","2022-08-24","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24343","광진워커힐점","서울특별시 광진구 아차산로 633","","","37.5492147657789","127.107614359092","2022-08-31","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24344","대전도솔점","대전광역시 서구 도솔로 111","","","36.3205645091239","127.373434953769","2022-08-28","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24345","울산대도서관점","울산광역시 남구 대학로 93","울산대학교 아산도서관신관","","35.54183711963","129.257425346502","2022-09-01","","09:00","21:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24348","외대교양관위성B점","경기도 용인시 처인구 모현읍 외대로 81","교양관1층","","37.337738821579","127.268588980123","2022-09-01","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24349","경주상계점","경상북도 경주시 양남면 동남로 249","","","35.6699357885298","129.424757283144","2022-09-02","","06:00","23:00",0,0,0,1,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24352","중산더퍼스트점","경상북도 경산시 경산로 280","501동 05호","","35.8329846232308","128.723481857307","2022-09-04","","00:00","00:00",1,1,0,1,0,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2022/09"
"24357","화성서해로점","경기도 화성시 양감면 서해로 133","","","37.0774027206112","126.912930494853","2022-10-24","","06:00","00:00",0,0,0,1,1,0,1,0,0,0,1,1,0,"2026-04-29","2026-04-29","2022/10"
"24358","관음휴게소점","경상북도 경산시 와촌면 갓바위로 613","","","35.9856178172303","128.747624305055","2022-09-05","","00:00","00:00",1,0,0,1,0,0,0,0,1,0,1,1,0,"2026-04-29","2026-04-29","2022/09"
"24359","SMART현대기아점","경기도 화성시 남양읍 현대연구소로 150","","","37.1593983647558","126.813524514918","2022-09-19","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24360","R효성점","인천광역시 계양구 효서로 116","","","37.5276971386104","126.708685672694","2022-08-29","","00:00","00:00",1,1,1,1,1,0,0,0,0,0,0,1,0,"2026-04-29","2026-04-29","2022/08"
"24361","퇴계로점","서울특별시 중구 퇴계로 247","1층","","37.5626402823422","126.999291806218","2022-08-30","","00:00","00:00",1,1,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24363","광주운암서영점","광주광역시 북구 서강로54번길 22","","","35.1759590875069","126.873385625711","2022-09-01","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,1,0,0,"2026-04-29","2026-04-29","2022/09"
"24366","경상국립대느티마루위성점","경상남도 진주시 내동면 내동로139번길 8","","","35.1606130528476","128.077750673402","2022-09-02","","00:00","00:00",1,0,0,0,1,0,0,0,1,0,0,1,0,"2026-04-29","2026-04-29","2022/09"
"24368","R인하대학생휴게관점","인천광역시 미추홀구 인하로 100","인하대학교 학생휴게관 1층","","37.4514480321002","126.651542258118","2022-09-13","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24370","R세종KT&G점","세종특별자치시 한누리대로 411","","","36.5011321800617","127.258850981903","2022-09-01","","06:00","23:00",0,1,0,0,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24371","강화리조트점","인천광역시 강화군 길상면 장흥로 217","","","37.6171220533749","126.498114773458","2022-08-31","","09:00","18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/08"
"24374","전주송천솔내점","전북특별자치도 전주시 덕진구 붓내3길 17-25","","","35.8688952255024","127.123595891979","2022-09-08","","00:00","00:00",1,1,0,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24375","안양골드점","경기도 안양시 만안구 안양로 57-1","","","37.3807164139762","126.936294230639","2022-09-30","","00:00","00:00",1,0,1,1,1,0,1,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24377","박달한신점","경기도 안양시 만안구 박달로497번길 30","","","37.4039557223726","126.907572051521","2022-09-08","","05:00","01:00",0,0,1,1,1,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24378","울산대공학관점","울산광역시 남구 대학로 93","기계항공관 1층","","35.5418759625002","129.257583758208","2022-09-01","","09:00","21:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24380","의정부신도푸르지오점","경기도 의정부시 경의로132번길 78","상가동 102. 103호","","37.729621212537","127.050100868871","2022-09-09","","00:00","00:00",1,1,1,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24381","인하대도서관점","인천광역시 미추홀구 인하로 100","인하대학교 정석학술정보관 B1","","37.4514480321002","126.651542258118","2022-09-15","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24382","인하대5호관점","인천광역시 미추홀구 인하로 100","인하대학교 5호관(남)B1","","37.4514480321002","126.651542258118","2022-09-13","","00:00","00:00",1,0,0,0,0,0,0,0,0,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24383","인하대학생휴게관위성점","인천광역시 미추홀구 인하로 100","","","37.4514480321002","126.651542258118","2022-09-13","","00:00","00:00",1,0,0,0,0,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
"24386","운정빌리지점","경기도 파주시 운정역길 325","","","37.7269955021735","126.768250397801","2022-09-20","","00:00","00:00",1,0,0,1,1,0,0,0,1,0,0,0,0,"2026-04-29","2026-04-29","2022/09"
